current prev next pos lang
Movie admin Super G_N en 
Super Movie ga G_R en 
ga Super undi G_N univ 
undi ga 4/5 G_N te 
4/5 undi null $ univ 

Ne null favourite G_N univ 
favourite Ne hero G_J ne 
hero favourite evaru G_N en 
evaru hero tollywood G_X te 
tollywood evaru lo G_N univ 
lo tollywood null G_N univ 

bhayya null how G_N te 
how bhayya much G_R univ 
much how it G_J univ 
it much will G_PRP univ 
will it collect G_V univ 
collect will ?? G_V en 
?? collect null G_X univ 

super null hit G_R en 
hit super chaitu G_V en 
chaitu hit kumesadu G_N te 
kumesadu chaitu ..... G_N te 
..... kumesadu null G_X univ 

T'wood null - G_N univ 
- T'wood we G_X univ 
we - have G_PRP univ 
have we craze G_V en 
craze have in G_N univ 
in craze maldova PSP univ 
maldova in null G_N te 

first null watch G_J univ 
watch first cinema G_V univ 
cinema watch .. G_N en 
.. cinema not G_X univ 
not .. masala G_R univ 
masala not thn G_N te 
thn masala bark PSP univ 
bark thn .. G_N univ 
.. bark null G_X univ 

Comedy null keeka G_N en 
keeka Comedy null G_N te 

avu null avu G_PRT univ 
avu avu movie G_J univ 
movie avu chudakundaane G_N en 
chudakundaane movie mega PSP te 
mega chudakundaane power G_J en 
power mega star G_N univ 
star power ani G_N en 
ani star tag G_N te 
tag ani anta G_N en 
anta tag .. G_X te 
.. anta DHevvudaa G_X univ 
DHevvudaa .. .. G_X te 
.. DHevvudaa :P G_X univ 
:P .. null E univ 

admin null pls G_N te 
pls admin reaply G_V univ 
reaply pls wr G_R univ 
wr reaply iwant G_X univ 
iwant wr giver G_N univ 
giver iwant rpy G_N en 
rpy giver null G_N univ 

some null may DT en 
may some lik G_V en 
lik may some G_V en 
some lik may DT en 
may some not G_V en 
not may ... G_R en 
... not but G_X univ 
but ... still CC en 
still but rangitharanga G_J en 
rangitharanga still is G_R te 
is rangitharanga awesome G_V en 
awesome is for G_J en 
for awesome most PSP en 
most for of G_PRP en 
of most them PSP en 
them of null G_PRP en 

Every null year DT en 
year Every chesthav G_N en 
chesthav year ga G_X te 
ga chesthav :v G_X univ 
:v ga " E univ 
" :v null G_X univ 

" null AB+ G_X univ 
AB+ " ante G_N en 
ante AB+ Universal G_N te 
Universal ante acceptors G_N en 
acceptors Universal ... G_N en 
... acceptors so G_X univ 
so ... evaraina G_R en 
evaraina so blood G_N te 
blood evaraina ivvochu G_N en 
ivvochu blood , G_N te 
, ivvochu null G_X univ 

lots null of G_N en 
of lots loop PSP en 
loop of holes G_N en 
holes loop chepithe G_N en 
chepithe holes u G_V te 
u chepithe wont G_PRP univ 
wont u have G_V en 
have wont explanation G_V en 
explanation have " G_N en 
" explanation null G_X univ 

Arey null news G_PRP te 
news Arey chudura G_N en 
chudura news movie G_N te 
movie chudura positive G_N en 
positive movie take G_J en 
take positive vachindi G_V en 
vachindi take null G_N te 

" null Movie G_X univ 
Movie " reviews G_N en 
reviews Movie post G_N en 
post reviews chesetappudu G_N en 
chesetappudu post null G_X te 

6 null balls null univ 
balls 6 17 G_N en 
17 balls to null univ 
to 17 win PSP en 
win to Dhoni G_V en 
Dhoni win striking G_N en 
striking Dhoni null G_V en 

Wowww null kotta G_PRT en 
kotta Wowww concept G_N univ 
concept kotta bagundi G_N en 
bagundi concept null G_N te 

thokka null la G_N te 
la thokka undi G_N univ 
undi la mve G_N te 
mve undi , G_N univ 
, mve fulllll G_X univ 
fulllll , headache G_J en 
headache fulllll .. G_N en 
.. headache null G_X univ 

Same null situtn G_J en 
situtn Same nadhi G_N univ 
nadhi situtn :) G_N te 
:) nadhi :P E univ 
:P :) ;) E univ 
;) :P null E univ 

Rotten null Comedy G_J en 
Comedy Rotten tracks G_N en 
tracks Comedy in G_N en 
in tracks Second PSP en 
Second in half G_J en 
half Second ( G_N en 
( half Esp G_X univ 
Esp ( . G_R univ 
. Esp Gay G_X univ 
Gay . pub G_J en 
pub Gay scenes G_N en 
scenes pub ) G_N en 
) scenes null G_X univ 

Srimanthudu null collections G_N en 
collections Srimanthudu post G_N en 
post collections ...? G_N en 
...? post #AskTrollTollywood G_X univ 
#AskTrollTollywood ...? :/ # univ 
:/ #AskTrollTollywood null E univ 

Teluse null nv G_N te 
nv Teluse raavani G_N univ 
raavani nv sng G_N te 
sng raavani mundhu G_N univ 
mundhu sng scene G_N te 
scene mundhu highlight G_N en 
highlight scene .. G_N en 
.. highlight .. G_X univ 
.. .. cinema G_X univ 
cinema .. super G_N en 
super cinema uu G_R en 
uu super null G_PRP univ 

asian null mall G_J en 
mall asian , G_N te 
, mall uppal G_X univ 
uppal , null G_N en 

:P null Nag E univ 
Nag :P and G_N en 
and Nag Venky CC en 
Venky and ???? G_N en 
???? Venky " G_X univ 
" ???? null G_X univ 

XXX null Ante G_N en 
Ante XXX #SunnyLeon G_N te 
#SunnyLeon Ante Fans # univ 
Fans #SunnyLeon Aa G_N en 
Aa Fans .... G_X univ 
.... Aa :p G_X univ 
:p .... :p E univ 
:p :p null E univ 

wht null about G_PRP univ 
about wht uttam PSP en 
uttam about villain G_N te 
villain uttam ?? G_N en 
?? villain null G_X univ 

" null Mee G_X univ 
Mee " interpretations G_PRP univ 
interpretations Mee baguntayi G_N en 
baguntayi interpretations null G_N te 

U null forgot G_N en 
forgot U about G_V en 
about forgot Dr. PSP en 
Dr. about bali G_N en 
bali Dr. : G_N univ 
: bali ooohhh G_X univ 
ooohhh : left G_PRT univ 
left ooohhh aude G_J en 
aude left pagilindi G_N univ 
pagilindi aude right G_N te 
right pagilindi side G_J en 
side right chiti G_N en 
chiti side kindi G_N univ 
kindi chiti :p G_N te 
:p kindi null E univ 

balayya null love G_N te 
love balayya u G_V en 
u love null G_N en 

Mahi null : G_N univ 
: Mahi Hello G_X univ 
Hello : ... G_N en 
... Hello signal G_X univ 
signal ... correct G_N en 
correct signal ga G_J en 
ga correct ledhu G_N univ 
ledhu ga null G_X te 

Legavoy null .... G_N en 
.... Legavoy Hit G_X univ 
Hit .... Vachesindi G_V en 
Vachesindi Hit Maaku G_N te 
Maaku Vachesindi .... G_N te 
.... Maaku Tarak G_X univ 
Tarak .... Is G_N univ 
Is Tarak Back G_V en 
Back Is ... G_N en 
... Back " G_X univ 
" ... RAJU G_X univ 
RAJU " GARU G_N univ 
GARU RAJU MANA G_N univ 
MANA GARU CINEMA G_N te 
CINEMA MANA HIT G_N en 
HIT CINEMA ANDI G_V en 
ANDI HIT " G_N te 
" ANDI ..... G_X univ 
..... " null G_X univ 

But null heroin CC en 
heroin But bagundhi G_N en 
bagundhi heroin null G_N te 

Baahubali null total G_N en 
total Baahubali telugu G_J en 
telugu total collections G_N en 
collections telugu enta G_N en 
enta collections #AskTrollTollywood G_N te 
#AskTrollTollywood enta null # univ 

10 null , null univ 
, 10 years G_X univ 
years , hit G_N en 
hit years ledu G_V en 
ledu hit e G_N te 
e ledu jaffa G_N en 
jaffa e gadiki G_N univ 
gadiki jaffa null G_N te 

Evandoyy null idhi G_N te 
idhi Evandoyy choosaaraa G_N te 
choosaaraa idhi @Troll G_N univ 
@Troll choosaaraa Tollywod @ univ 
Tollywod @Troll null G_N en 

Hero null : G_N en 
: Hero Dialogue G_X univ 
Dialogue : delivery G_N en 
delivery Dialogue adiripoyindi G_N en 
adiripoyindi delivery , G_N te 
, adiripoyindi action G_X univ 
action , kuda G_N en 
kuda action bane G_X te 
bane kuda chesadu G_N en 
chesadu bane .. G_N te 
.. chesadu null G_X univ 

Only null intelectuals G_R en 
intelectuals Only ke G_V en 
ke intelectuals ardm G_N univ 
ardm ke avtaiiii G_N univ 
avtaiiii ardm ................... G_N univ 
................... avtaiiii Tats G_X univ 
Tats ................... pawan G_N univ 
pawan Tats kalyan G_N ne 
kalyan pawan ... G_N ne 
... kalyan Pawan G_X univ 
Pawan ... ni G_N ne 
ni Pawan ardm G_N univ 
ardm ni cheskovalante G_N univ 
cheskovalante ardm e G_N te 
e cheskovalante janma G_N univ 
janma e saripodu G_N univ 
saripodu janma null G_N te 

Michael null Atherton G_N en 
Atherton Michael : G_N en 
: Atherton null G_X univ 

chala null comedy G_N te 
comedy chala guru G_N en 
guru comedy null G_N univ 

Movie null bavundi G_N en 
bavundi Movie ..... G_N te 
..... bavundi supb G_X univ 
supb ..... null G_X univ 

#AskTrollTollywood null Bhayya # univ 
Bhayya #AskTrollTollywood nik G_N te 
nik Bhayya lover G_N univ 
lover nik unnara G_N en 
unnara lover :P G_X te 
:P unnara and E univ 
and :P love CC en 
love and gurinchi G_V en 
gurinchi love mi G_N te 
mi gurinchi opinion DT univ 
opinion mi and G_N univ 
and opinion Konni CC en 
Konni and suggestions G_N univ 
suggestions Konni Amaina G_N en 
Amaina suggestions isthey G_X univ 
isthey Amaina bagunnu G_X te 
bagunnu isthey :P G_X te 
:P bagunnu null E univ 

www.tupaki.com null check U univ 
check www.tupaki.com this G_V en 
this check link DT en 
link this ...... G_N en 
...... link null G_X univ 

Awesome null movie G_J en 
movie Awesome fabulous G_N en 
fabulous movie null G_J en 

" null Good G_X univ 
Good " Going G_J en 
Going Good Bhayya G_V en 
Bhayya Going " G_N te 
" Bhayya null G_X univ 

but null vikram CC en 
vikram but acting G_N ne 
acting vikram keka G_V en 
keka acting no PSP te 
no keka words DT en 
words no #respect G_N en 
#respect words null # univ 

" null Kottha G_X univ 
Kottha " concept G_N te 
concept Kottha :P G_N en 
:P concept null E univ 

geetanjali null and G_N univ 
and geetanjali DCR CC en 
DCR and maricharu G_N univ 
maricharu DCR ..... G_N te 
..... maricharu null G_X univ 

Okokkadu null norlu G_N te 
norlu Okokkadu vellabetti G_N univ 
vellabetti norlu chusi G_N en 
chusi vellabetti null G_N univ 

rajamouli null sir G_N univ 
sir rajamouli is G_N en 
is sir from G_V en 
from is manvi PSP en 
manvi from , G_N univ 
, manvi raichur G_X univ 
raichur , , G_N te 
, raichur Karnataka G_X univ 
Karnataka , null G_N ne 

and null mahesh CC en 
mahesh and fans G_N ne 
fans mahesh were G_N en 
were fans like G_V en 
like were ma PSP en 
ma like anna DT univ 
anna ma first G_N te 
first anna look G_J en 
look first release G_N en 
release look date G_N en 
date release chusi G_N en 
chusi date SSR G_N univ 
SSR chusi postponed G_N univ 
postponed SSR :P G_V en 
:P postponed ipudu E univ 
ipudu :P first G_N te 
first ipudu look G_J en 
look first leak G_N en 
leak look aindi G_V en 
aindi leak em G_V te 
em aindi antaraaa G_PRP univ 
antaraaa em :D G_X te 
:D antaraaa null E univ 

Miru null -ve G_N univ 
-ve Miru talk G_J univ 
talk -ve spread G_N en 
spread talk chesina G_V en 
chesina spread mve G_V te 
mve chesina aythe G_V univ 
aythe mve pakka G_N en 
pakka aythe B.B. G_N te 
B.B. pakka avutadi G_N univ 
avutadi B.B. " G_N te 
" avutadi null G_X univ 

Burra null leni G_N univ 
leni Burra sanasulaki G_N univ 
sanasulaki leni ah G_N univ 
ah sanasulaki mudu G_PRT univ 
mudu ah nightmares G_J te 
nightmares mudu ye G_N en 
ye nightmares null G_PRP univ 

-> null Opening G_X univ 
Opening -> scenes G_V en 
scenes Opening of G_N en 
of scenes Raju PSP en 
Raju of Bhai G_N univ 
Bhai Raju , G_N univ 
, Bhai Interval G_X univ 
Interval , Bang G_N univ 
Bang Interval & G_N en 
& Bang climax CC univ 
climax & null G_N en 

Movie null bagundi G_N en 
bagundi Movie null G_N te 

so null nuv G_R en 
nuv so 5 G_J univ 
5 nuv pm null univ 
pm 5 ki G_N univ 
ki pm ivala G_N univ 
ivala ki dp G_N te 
dp ivala marustav G_N univ 
marustav dp null G_N en 

teaser null rakamunde G_N en 
rakamunde teaser how G_N univ 
how rakamunde antey G_R en 
antey how em G_V te 
em antey chepatam G_PRP univ 
chepatam em wait G_V te 
wait chepatam and G_V en 
and wait see CC en 
see and pawan G_V en 
pawan see mania G_N ne 
mania pawan null G_N te 

why null kattappa G_R en 
kattappa why killed G_N te 
killed kattappa bahubali G_V en 
bahubali killed ???? G_N univ 
???? bahubali :p G_X univ 
:p ???? null E univ 

" null Happy G_X univ 
Happy " birthday G_J en 
birthday Happy bhayya G_N en 
bhayya birthday null G_N te 

great null camera G_J en 
camera great work G_N en 
work camera null G_N en 

" null Hey G_X univ 
Hey " Admin G_PRT en 
Admin Hey MB G_N en 
MB Admin fan G_N univ 
fan MB ahh G_N en 
ahh fan ..??? G_PRT univ 
..??? ahh null G_X univ 

Vunko null plus G_N univ 
plus Vunko point PSP en 
point plus its G_N en 
its point not DT en 
not its #kona's G_R en 
#kona's not movie G_N univ 
movie #kona's null G_N en 

admin null ( G_N en 
( admin y G_X univ 
y ( ) G_R univ 
) y ............ G_X univ 
............ ) thanks G_X univ 
thanks ............ you G_N en 
you thanks . G_PRP en 
. you null G_X univ 

Preetham null Sandeep G_N ne 
Sandeep Preetham :P G_N en 
:P Sandeep null E univ 

I null think G_PRP univ 
think I 70cr G_V en 
70cr think ... G_X univ 
... 70cr colect G_X univ 
colect ... chestndi G_V en 
chestndi colect null G_N te 

The null truth DT en 
truth The has G_N en 
has truth been G_V en 
been has spoken G_V en 
spoken been :) G_J en 
:) spoken null E univ 

Again null to G_R en 
to Again Draw PSP en 
Draw to Attention G_V en 
Attention Draw m G_N en 
m Attention . G_V univ 
. m Supervisor G_X univ 
Supervisor . now G_N en 
now Supervisor threw G_R en 
threw now 500 G_V en 
500 threw null null univ 

frustration null enno G_N en 
enno frustration peg G_N univ 
peg enno bhayya G_N univ 
bhayya peg :p G_N te 
:p bhayya :v E univ 
:v :p null E univ 

Chala null intellectual G_N te 
intellectual Chala ga G_J en 
ga intellectual theesaru G_N univ 
theesaru ga movie G_N te 
movie theesaru ni G_N en 
ni movie null G_X univ 

mee null fav G_PRP univ 
fav mee hero G_J univ 
hero fav evaru G_N en 
evaru hero null G_N te 

Ntr null anna G_X univ 
anna Ntr TaRockkkkkks G_N te 
TaRockkkkkks anna anti's G_N en 
anti's TaRockkkkkks Shockkkkkkks G_N te 
Shockkkkkkks anti's :-D G_N en 
:-D Shockkkkkkks :-D E univ 
:-D :-D null E univ 

-> null Picturisation G_X univ 
Picturisation -> of G_N en 
of Picturisation Aaja PSP en 
Aaja of Aaja G_N univ 
Aaja Aaja Saroja G_N univ 
Saroja Aaja null G_N te 

Nxt null #dictator G_J univ 
#dictator Nxt yenni G_N univ 
yenni #dictator spoof G_N univ 
spoof yenni pettuntaado G_N en 
pettuntaado spoof wait G_N te 
wait pettuntaado nd G_V en 
nd wait see CC univ 
see nd " G_V en 
" see null G_X univ 

Bhayya null rating G_N te 
rating Bhayya reverselo G_N en 
reverselo rating ichav G_N en 
ichav reverselo mass G_N te 
mass ichav 3.5 G_N univ 
3.5 mass null null univ 

Sandeep null Pawanism G_N en 
Pawanism Sandeep Follower G_N te 
Follower Pawanism chudu G_N en 
chudu Follower movie G_N te 
movie chudu review G_N en 
review movie :p G_N univ 
:p review null E univ 

negative null reviews G_J en 
reviews negative vostunnay G_N en 
vostunnay reviews .. G_N te 
.. vostunnay #I G_X univ 
#I .. null # univ 

Shaik null Ayub G_N univ 
Ayub Shaik chudara G_N univ 
chudara Ayub idhi G_N univ 
idhi chudara cinema G_N te 
cinema idhi paristhithi G_N en 
paristhithi cinema null G_N univ 

miru null ekkuva G_N univ 
ekkuva miru ga G_N univ 
ga ekkuva ntr G_N univ 
ntr ga ki G_X univ 
ki ntr support G_X univ 
support ki chestaru G_V en 
chestaru support enduku G_PRP te 
enduku chestaru mega G_R te 
mega enduku family G_J en 
family mega ki G_N en 
ki family anty G_N univ 
anty ki ga G_N te 
ga anty untaru G_N univ 
untaru ga miku G_N te 
miku untaru mega G_N univ 
mega miku family G_J en 
family mega mida G_N en 
mida family jealousy G_X univ 
jealousy mida na G_N en 
na jealousy null PSP univ 

Pk null all G_N univ 
all Pk routinechi DT en 
routinechi all chi G_N univ 
chi routinechi .. G_N univ 
.. chi adi G_X univ 
adi .. chalaka G_X te 
chalaka adi remake G_N te 
remake chalaka lu G_V en 
lu remake null G_N univ 

king null ikkada G_N en 
ikkada king null G_X te 

fake null views G_J en 
views fake fake G_N en 
fake views likes G_J en 
likes fake alvaate G_V en 
alvaate likes kada G_N univ 
kada alvaate null G_X te 

MAHESH null BABU G_N ne 
BABU MAHESH craze G_N te 
craze BABU ( G_N en 
( craze My G_X univ 
My ( kerala DT en 
kerala My frend G_N ne 
frend kerala called G_N univ 
called frend null G_V en 

Yappi3 null B'day G_N te 
B'day Yappi3 #Maverick G_N en 
#Maverick B'day \/ G_N univ 
\/ #Maverick null G_X univ 

The null answer DT en 
answer The is- G_N en 
is- answer ' G_N univ 
' is- Small G_X univ 
Small ' Again G_N en 
Again Small '" G_R en 
'" Again null G_X univ 

" null It's G_X univ 
It's " better G_N en 
better It's to G_J en 
to better allu PSP en 
allu to arjun G_N ne 
arjun allu if G_N ne 
if arjun he PSP en 
he if can G_PRP en 
can he postpone G_V en 
postpone can Race G_V en 
Race postpone gurram G_N en 
gurram Race null G_N te 

Best null dancer G_J en 
dancer Best evaru G_N en 
evaru dancer in G_N te 
in evaru tollywood PSP en 
tollywood in in G_N en 
in tollywood grace PSP en 
grace in nd G_N en 
nd grace quality CC univ 
quality nd of G_N en 
of quality steps PSP en 
steps of ?? G_N en 
?? steps null G_X univ 

Rakshasudu null rocks G_N te 
rocks Rakshasudu bro G_V en 
bro rocks bongula G_N en 
bongula bro mve PSP univ 
mve bongula ki G_V univ 
ki mve ekuva G_N univ 
ekuva ki ichi G_N univ 
ichi ekuva diffrent G_N univ 
diffrent ichi mve G_J univ 
mve diffrent ki G_N univ 
ki mve i G_N univ 
i ki la G_PRP univ 
la i ichav G_V univ 
ichav la endi G_X te 
endi ichav bro G_X te 
bro endi null G_N en 

chethaa null ratingss G_N te 
ratingss chethaa null G_N en 

Nice null thought G_J en 
thought Nice null G_V en 

" null Chennai G_X univ 
Chennai " lo G_N ne 
lo Chennai unde G_N univ 
unde lo fans G_N univ 
fans unde ki G_N en 
ki fans :p G_X univ 
:p ki null E univ 

Mememi null august G_N univ 
august Mememi 24th G_N en 
24th august unity null univ 
unity 24th ni G_N en 
ni unity expect G_N univ 
expect ni cheyatledhu G_V en 
cheyatledhu expect .. G_PRP te 
.. cheyatledhu Just G_X univ 
Just .. normal G_R en 
normal Just posts G_J en 
posts normal veddham G_N en 
veddham posts ani G_X te 
ani veddham fix G_X te 
fix ani ayyam G_V en 
ayyam fix ... G_X te 
... ayyam null ~ univ 

net null lo G_N en 
lo net appudu PSP univ 
appudu lo vastade G_N te 
vastade appudu ???? G_N en 
???? vastade null G_X univ 

rotten null comedy G_J en 
comedy rotten ah G_N en 
ah comedy routine G_PRT univ 
routine ah ah G_N en 
ah routine babu G_PRT univ 
babu ah null G_PRT te 

-> null Brahmi's G_X univ 
Brahmi's -> Hilarious G_N univ 
Hilarious Brahmi's Comedy G_J te 
Comedy Hilarious Track G_N en 
Track Comedy null G_N en 

Chusepudu null freshness G_N te 
freshness Chusepudu feel G_N en 
feel freshness avvaliga G_V en 
avvaliga feel . G_N univ 
. avvaliga null G_X univ 

i'm null from G_N univ 
from i'm Karnataka PSP en 
Karnataka from null G_N ne 

Kalyan null Ram G_N ne 
Ram Kalyan : G_N te 
: Ram Screen G_X univ 
Screen : Presence G_N en 
Presence Screen kummesindi G_N en 
kummesindi Presence , G_N te 
, kummesindi Dialogues G_X univ 
Dialogues , ba G_N en 
ba Dialogues cheppadu G_X univ 
cheppadu ba . G_X te 
. cheppadu null G_X univ 

Heyy null admin G_PRT univ 
admin Heyy ... G_N en 
... admin pleased G_X univ 
pleased ... to G_V en 
to pleased kno PSP en 
kno to tht G_V univ 
tht kno u PSP univ 
u tht support G_PRP en 
support u sandalwood G_V en 
sandalwood support ... G_N en 
... sandalwood Just G_X univ 
Just ... dont G_R en 
dont Just spare G_V en 
spare dont tht G_J en 
tht spare page DT univ 
page tht if G_N en 
